95,1
63,2
11,0
38,5
19,1
15,0
52,10
74,11
75,19
36,16
71,2
16,17
37,0
90,12
91,2
84,16
70,17
44,5
53,4
50,6
63,12
19,5
21,6
4,4
22,16
2,4
23,2
78,2
87,16
41,13
60,14
37,4
65,9
12,9
29,8
59,17
24,2
98,6
68,11
19,6
34,15
4,9
36,4
27,15
68,19
93,9
79,12
22,9
87,8
25,1
74,0
36,0
61,10
43,5
42,12
55,19
63,7
57,18
72,7
21,10
15,12
89,0
6,10
66,10
41,2
60,18
90,0
89,5
11,9
92,10
63,18
56,1
58,4
22,8
12,16
2,17
88,19
82,11
14,10
26,15
26,19
24,4
67,19
78,3
25,1
47,9
59,9
6,14
10,18
63,2
47,11
24,6
80,16
32,6
87,13
32,0
34,19
50,18
26,19
3,5
15,17
92,4
78,9
78,8
80,18
63,18
55,11
85,7
62,4
38,0
52,11
66,18
22,3
14,1
56,2
97,13
34,13
76,14
96,2
31,5
51,15
3,12
35,2
5,7
11,13
73,14
35,3
99,7
33,6
7,8
19,12
71,18
17,18
63,5
13,3
60,3
59,17
35,1
62,10
86,2
65,6
21,11
83,14
19,16
16,13
86,19
12,15
33,11
65,2
65,1
32,5
63,16
61,1
70,8
74,4
45,15
35,12
49,8
23,12
82,13
74,6
91,8
27,1
51,10
25,0
1,19
83,8
20,15
25,18
17,18
9,16
63,0
27,9
18,12
97,5
40,6
11,11
69,0
79,16
29,14
70,17
20,18
88,4
33,11
41,12
32,3
80,1
59,8
61,16
20,16
59,13
53,7
28,12
93,2
82,1
51,3
74,11
13,11
96,0
3,2
35,11
14,14
11,17
32,15
89,17
70,7
74,15
66,17
41,11
66,7
35,11
69,17
48,17
85,10
40,18
95,7
39,16
16,11
87,6
80,1
68,13
13,6
15,12
26,18
64,14
18,14
77,5
8,4
45,11
60,6
34,0
76,6
48,18
10,15
90,9
31,2
50,11
45,8
44,16
68,7
59,12
11,1
78,14
35,0
99,1
62,12
23,11
34,3
62,1
99,6
32,9
3,2
73,15
37,10
46,3
38,17
58,5
61,16
48,7
70,9
78,4
6,3
47,18
85,9
46,5
96,15
43,12
38,13
36,1
86,7
37,17
32,10
36,18
29,8
12,16
25,15
17,3
41,12
66,3
25,14
35,3
52,11
82,0
90,7
48,6
60,0
48,1
68,7
73,10
95,16
30,12
92,2
16,11
82,18
63,12
67,13
93,18
49,17
5,2
17,4
19,17
18,17
57,16
87,17
66,13
67,13
23,5
84,14
68,2
2,13
32,10
65,18
29,19
24,10
91,10
98,4
49,10
37,9
55,18
34,18
58,8
44,7
65,9
3,3
4,18
17,15
16,0
93,1
27,12
88,13
81,19
73,15
68,14
8,12
33,2
4,12
46,5
23,1
28,17
43,9
12,10
70,2
18,12
98,6
1,11
7,19
0,15
6,9
67,0
73,11
9,18
85,9
89,10
87,3
86,1
75,8
93,7
26,2
72,12
0,5
42,7
30,11
30,0
10,6
91,12
5,10
57,4
57,11
51,15
6,7
74,4
75,0
7,16
93,4
24,9
79,18
83,17
84,14
76,11
12,3
42,14
23,4
42,17
88,12
93,10
1,6
99,15
15,6
28,5
66,7
31,19
11,14
6,0
59,3
82,3
59,18
56,19
81,2
0,17
43,14
42,13
43,14
75,19
63,0
99,6
10,4
25,6
77,15
62,8
28,19
28,10
41,16
20,2
72,11
19,19
80,4
74,7
50,3
96,9
4,15
69,12
45,19
34,13
83,2
76,9
22,6
42,14
21,17
62,19
84,0
83,9
69,5
18,17
63,12
24,16
84,11
0,18
18,15
70,6
55,19
91,8
27,7
80,8
16,10
46,15
72,16
96,9
89,19
14,10
93,6
93,11
17,13
51,8
2,12
33,3
72,10
80,7
16,6
33,0
16,1
90,13
53,0
74,12
0,5
97,6
25,8
56,5
46,19
23,10
65,11
79,12
6,12
38,5
56,16
51,17
94,4
11,5
38,3
85,13
2,19
7,17
7,7
45,15
47,11
91,13
54,16
83,15
86,19
5,11
4,1
25,1
91,9
87,11
56,18
28,18
12,9
40,7
30,19
40,8
89,11
8,12
26,18
7,10
6,8
78,7
72,8
10,6
54,9
5,4
15,12
37,9
16,6
41,5
16,2
97,6
34,9
65,11
33,17
29,2
80,8
76,0
87,2
51,1
63,17
54,15
86,10
6,11
68,0
54,2
78,11
20,19
16,15
46,7
42,15
30,3
71,5
16,10
19,18
32,10
14,15
41,0
98,12
89,4
39,10
78,19
39,4
12,8
17,7
40,3
70,5
19,9
38,0
89,6
41,9
9,0
44,5
98,7
51,8
92,11
9,4
57,11
41,17
67,5
7,15
82,7
61,10
30,7
87,14
47,10
88,6
31,0
47,6
86,1
73,5
12,2
98,2
79,14
92,19
19,2
97,5
25,11
10,19
80,7
46,13
83,1
62,10
15,19
45,17
1,13
11,17
89,11
42,0
93,0
62,2
10,14
80,19
8,12
94,3
93,15
1,3
17,0
3,12
76,10
56,8
9,12
13,13
39,11
29,14
31,17
65,5
54,19
10,19
35,9
0,3
93,7
46,18
47,1
25,17
21,8
98,18
85,0
45,0
66,5
0,12
20,6
93,8
12,7
72,16
43,18
45,6
88,9
7,8
95,7
66,8
14,7
43,18
94,19
41,2
89,15
18,18
88,14
44,9
28,11
63,2
63,16
5,14
97,11
70,0
61,6
10,18
82,1
73,18
66,8
49,4
66,11
75,12
56,6
24,9
14,14
30,8
48,6
40,11
78,11
78,17
68,10
99,7
59,16
85,13
0,12
55,14
16,18
35,15
23,16
17,14
54,13
29,4
69,4
13,2
1,7
43,1
36,16
95,10
71,16
76,11
49,10
45,15
38,4
34,9
93,10
41,12
0,1
76,9
43,18
69,3
76,19
78,15
38,19
70,15
31,11
85,3
4,14
15,8
5,1
77,19
99,4
30,2
36,0
67,3
24,9
59,13
45,5
29,14
21,16
33,3
11,15
91,19
42,8
95,12
70,0
38,17
12,8
80,9
53,6
55,6
79,0
4,16
89,11
50,4
25,1
20,14
79,9
84,18
42,13
91,0
59,6
75,0
93,12
40,5
21,9
35,6
25,19
76,9
45,18
8,12
71,0
35,7
59,13
56,16
88,16
31,12
89,11
83,10
81,3
22,4
10,3
38,15
92,7
63,12
87,6
79,10
22,4
5,2
47,19
69,9
17,17
29,6
60,3
50,12
45,5
26,13
6,5
34,17
68,10
44,8
79,7
47,14
35,18
79,12
23,2
81,17
48,12
55,17
72,13
80,7
88,11
3,14
83,19
42,4
52,2
0,2
27,8
84,12
93,5
97,13
59,4
70,0
30,14
69,11
25,7
1,5
42,8
6,3
26,13
3,16
88,15
46,13
10,14
10,7
45,13
50,0
62,3
90,6
58,10
80,0
26,11
42,3
56,0
95,9
31,6
7,1
29,7
91,2
52,13
62,17
58,2
55,6
70,19
40,15
96,16
88,9
57,6
89,2
65,16
65,16
34,7
32,11
54,0
11,8
92,1
47,9
20,9
35,6
37,18
72,7
45,5
69,6
72,19
28,4
21,6
93,15
79,4
40,14
79,14
57,16
80,13
68,19
36,17
51,1
29,2
38,7
52,4
46,18
69,0
50,15
89,0
58,10
58,13
85,2
29,7
90,17
70,11
75,0
45,18
91,3
32,12
99,1
50,17
48,13
42,15
99,18
13,18
17,6
46,5
70,7
84,5
26,4
87,13
16,2
31,12
67,2
95,8
66,10
18,12
99,1
56,5
91,4
95,18
10,19
9,6
83,14
50,19
68,16
12,16
9,10
43,16
10,1
26,2
46,14
16,6
58,7
48,14
51,19
50,6
25,12
45,18
17,13
6,9
13,10
19,15
36,8
13,9
37,10
81,5
33,2
57,10
26,17
0,17
97,1
7,13
41,10
64,2
62,5
61,4
25,6
29,16
95,12
79,11
55,17
44,3
90,4
0,4
58,7
1,3
87,8
4,4
83,0
88,5
64,18
5,3
83,11
90,1
12,6
24,15
81,19
95,10
30,17
14,17
7,8
66,17
44,11
25,2
42,19
46,17
22,9
13,10
12,13
93,15
30,14
5,0
63,16
1,7
51,6
78,15
45,13
1,4
20,6
68,11
67,18
2,0
12,4
78,13
88,17
36,2
57,17
36,14
69,11
60,17
2,9
17,13
36,10
25,19
23,8
32,15
82,10
40,3
10,9
23,1
98,7
70,13
25,9
41,10
2,12
30,9
12,11
25,0
31,17
37,1
34,19
50,18
2,2
72,18
24,2
33,1
7,2
30,6
23,15
86,14
66,16
73,16
0,9
25,18
70,13
87,1
91,10
64,17
44,11
90,8
98,13
3,6
15,14
18,15
33,0
98,0
43,19
59,4
46,9
6,14
43,0
97,12
56,17
6,7
80,9
78,18
1,12
13,18
17,1
4,5
53,18
50,4
99,12
61,17
94,5
6,4
16,6
89,14
64,12
34,13
26,15
88,5
96,13
40,19
74,12
45,3
54,15
32,8
47,12
95,5
9,7
77,8
22,4
1,6
87,11
63,18
85,1
55,2
55,18
7,0
50,6
2,19
72,5
8,6
2,10
53,2
33,17
22,3
4,14
10,10
89,6
26,2
81,0
53,12
94,9
3,2
48,12
85,19
23,18
89,17
61,19
87,13
80,6
49,4
91,11
20,16
50,17
89,5
84,4
64,6
53,12
27,3
93,5
15,16
8,4
95,5
64,18
73,10
32,5
71,3
99,7
27,17
23,16
96,7
64,0
45,15
48,13
47,1
8,3
28,14
1,13
34,3
34,0
91,5
35,4
71,9
91,7
51,8
54,3
22,1
73,12
72,8
24,15
52,8
11,14
63,4
52,15
88,14
60,5
29,13
77,18
42,13
56,15
60,3
65,10
91,14
85,5
18,1
68,6
94,6
75,19
62,0
92,0
30,2
34,19
46,15
76,7
11,19
26,2
57,0
63,5
71,19
50,11
5,17
79,13
39,9
35,13
68,16
17,6
30,12
59,5
28,15
13,2
46,12
44,5
52,12
24,4
76,14
76,9
97,14
55,14
61,4
41,1
48,13
35,19
79,11
84,13
25,5
9,1
12,18
3,19
55,3
24,11
31,13
77,0
36,2
84,4
84,19
58,11
87,19
18,2
50,19
37,15
50,13
38,7
40,11
87,13
40,1
20,3
26,0
34,19
77,6
28,3
19,3
85,2
74,13
27,15
34,12
13,4
